groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	X01	X21	log2fold_21_01	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.A01.dexseq.txt	countData.A21.dexseq.txt	countData.B01.dexseq.txt	countData.B21.dexseq.txt	transcripts
ENSMUSG00000032366.15:E028	ENSMUSG00000032366.15	E028	188.562581451805	0.00460200959871014	603.709322783387	2.61213680947151e-133	5.41655300948823e-128	37.8467405186172	11.0633365260221	-1.77438251105432	chr9	67043578	67043709	132	-	153	213	161	238	c("ENSMUST00000113689.7", "ENSMUST00000113684.7", "ENSMUST00000113690.7", "ENSMUST00000113695.7", "ENSMUST00000113686.7", "ENSMUST00000139046.7", "ENSMUST00000113696.7")
ENSMUSG00000032366.15:E029	ENSMUSG00000032366.15	E029	56.3807503099765	0.00359579124842592	278.287052274336	1.77370400085463e-62	4.5974629415152e-58	24.3085447093184	6.23172828347094	-1.96375929014351	chr9	67043710	67043733	24	-	41	67	50	71	c("ENSMUST00000113684.7", "ENSMUST00000113690.7", "ENSMUST00000113695.7", "ENSMUST00000113686.7", "ENSMUST00000139046.7", "ENSMUST00000113696.7")
ENSMUSG00000032366.15:E030	ENSMUSG00000032366.15	E030	42.4818577359539	0.00414251245734922	191.151804901587	1.78205379606324e-43	1.53970190502279e-39	21.0530554352974	5.54794721848318	-1.92400365971679	chr9	67043734	67043778	45	-	29	54	35	55	c("ENSMUST00000139046.7", "ENSMUST00000113690.7", "ENSMUST00000113695.7", "ENSMUST00000113696.7", "ENSMUST00000113686.7")
ENSMUSG00000032366.15:E035	ENSMUSG00000032366.15	E035	2950.01666478287	0.00800606448377488	228.322075030509	1.38444512418108e-51	1.79424953372071e-47	12.8322300297868	41.3479195432502	1.68804283195728	chr9	67047786	67047911	126	-	6	5865	15	6449	c("ENSMUST00000113697.7", "ENSMUST00000129466.7", "ENSMUST00000129733.7", "ENSMUST00000030185.4", "ENSMUST00000113687.7", "ENSMUST00000113685.9", "ENSMUST00000131279.1", "ENSMUST00000050905.15", "ENSMUST00000034928.11", "ENSMUST00000113707.8", "ENSMUST00000113693.7")
ENSMUSG00000032366.15:E036	ENSMUSG00000032366.15	E036	386.378057799813	0.00219713785327299	75.4602915922828	3.72829863519805e-18	6.84162595834781e-15	5.00456674600448	19.7222858755334	1.97850969136541	chr9	67048124	67048249	126	-	1	808	2	808	c("ENSMUST00000113705.7", "ENSMUST00000034928.11", "ENSMUST00000113701.7")
ENSMUSG00000032366.15:E037	ENSMUSG00000032366.15	E037	2694.98103251344	0.000974236915489422	462.643651526042	1.27817577171949e-102	8.83479353998419e-98	12.8292697428927	40.2374478926295	1.64909975055066	chr9	67049019	67049118	100	-	7	5781	14	5503	c("ENSMUST00000113697.7", "ENSMUST00000129466.7", "ENSMUST00000113705.7", "ENSMUST00000129733.7", "ENSMUST00000030185.4", "ENSMUST00000113687.7", "ENSMUST00000113693.7", "ENSMUST00000113685.9", "ENSMUST00000131279.1", "ENSMUST00000050905.15", "ENSMUST00000034928.11", "ENSMUST00000113707.8", "ENSMUST00000113701.7")
ENSMUSG00000032366.15:E038	ENSMUSG00000032366.15	E038	1234.17324654085	0.00337785985088711	186.489340779602	1.85638850582611e-42	1.53977030782643e-38	8.57347051988754	31.1255980998739	1.86015033272369	chr9	67049119	67049143	25	-	3	2808	6	2374	c("ENSMUST00000113697.7", "ENSMUST00000113705.7", "ENSMUST00000129733.7", "ENSMUST00000030185.4", "ENSMUST00000113687.7", "ENSMUST00000113701.7", "ENSMUST00000113685.9", "ENSMUST00000131279.1", "ENSMUST00000050905.15", "ENSMUST00000034928.11", "ENSMUST00000113707.8", "ENSMUST00000113693.7")
ENSMUSG00000065529.1+ENSMUSG00000038217.13+ENSMUSG00000085148.1:E008	ENSMUSG00000065529.1+ENSMUSG00000038217.13+ENSMUSG00000085148.1	E008	97.1441777103684	0.0128634285401634	136.15237005669	1.84791817050305e-31	9.82528614753033e-28	7.18115526981581	21.4067614955865	1.57577869360085	chr11	75465307	75466676	1370	+	22	200	11	173	ENSMUST00000149940.1
ENSMUSG00000068323.12:E018	ENSMUSG00000068323.12	E018	31.1922977442384	0.00655432249438139	75.1947743146119	4.26494420873751e-18	7.757746456737e-15	3.70814244914368	12.6007881997165	1.76474540785795	chr6	83273050	83273321	272	+	6	59	2	63	c("ENSMUST00000113899.7", "ENSMUST00000113900.7", "ENSMUST00000039212.7")
ENSMUSG00000070544.6:E004	ENSMUSG00000070544.6	E004	79.2485771256953	0.00799146002142424	101.055413075251	8.94458128646652e-24	2.72758429432792e-20	19.9905781554598	8.44446321880466	-1.24324257281821	chr2	160646633	160650107	3475	+	123	23	132	34	ENSMUST00000133262.1
ENSMUSG00000079487.11+ENSMUSG00000096056.1+ENSMUSG00000031302.16:E085	ENSMUSG00000079487.11+ENSMUSG00000096056.1+ENSMUSG00000031302.16	E085	50.465289062579	0.00879049031931167	101.283255881405	7.97268791394806e-24	2.50488566443058e-20	16.3732301435776	5.29788147480998	-1.62785149471343	chrX	101321349	101325963	4615	+	84	13	94	7	c("ENSMUST00000118111.7", "ENSMUST00000151528.7", "ENSMUST00000065858.2")
ENSMUSG00000087700.2:E012	ENSMUSG00000087700.2	E012	19.4991556315851	0.0162018961621214	88.8217883507659	4.32031149337125e-21	1.05395777832583e-17	11.517506563753	1.93738269020025	-2.57164755811714	chr12	73949624	73949785	162	-	31	2	42	1	c("ENSMUST00000221427.1", "ENSMUST00000125308.2")
ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15:E001	ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15	E001	18.0986170726076	0.00877165724599029	80.533400269656	2.85832505343122e-19	6.11036228252114e-16	1.6827914539918	10.9288524306004	2.69921361905186	chr8	124793092	124794905	1814	+	2	40	0	34	c("ENSMUST00000211867.1", "ENSMUST00000167588.8", "ENSMUST00000041106.8")
ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15:E010	ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15	E010	40.0693423056938	0.00633178998531579	185.801094085955	2.62370021786471e-42	2.09251192644863e-38	1.19040978755228	15.9633246984933	3.74523095591187	chr8	124829020	124830782	1763	+	0	97	1	71	c("ENSMUST00000211867.1", "ENSMUST00000167588.8", "ENSMUST00000041106.8")
ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15:E011	ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15	E011	20.7307579750759	0.0079422671852887	101.015048282336	9.12872729680761e-24	2.74339423332366e-20	1.1903421673033	11.7354156373186	3.30142069407135	chr8	124830783	124831697	915	+	1	45	0	41	ENSMUST00000167588.8
ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15:E013	ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15	E013	53.0142313119052	0.00465058200112284	220.121767813314	8.50791140524477e-50	1.03777000994292e-45	2.65848836492676	17.9217428916239	2.75303288899775	chr8	124831838	124833821	1984	+	1	123	4	95	ENSMUST00000167588.8
ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15:E014	ENSMUSG00000090118.1+ENSMUSG00000031985.9+ENSMUSG00000036913.15	E014	25.3808925934473	0.0101722617891041	106.128407115684	6.91088203672791e-25	2.34925804920973e-21	1.68304431298147	12.8353531117667	2.93097791916838	chr8	124833822	124834702	881	+	0	50	2	54	c("ENSMUST00000211867.1", "ENSMUST00000167588.8", "ENSMUST00000041106.8")
ENSMUSG00000111842.1+ENSMUSG00000003410.8+ENSMUSG00000038895.16:E003	ENSMUSG00000111842.1+ENSMUSG00000003410.8+ENSMUSG00000038895.16	E003	137.387523638582	0.00277173333215617	161.676518079976	4.86811566381276e-37	3.60520475772813e-33	21.4636300014043	9.80743754617399	-1.1299459418213	chr9	22016617	22018854	2238	-	245	20	245	28	ENSMUST00000003501.8
